"Year","Year ending","Offence Division","Offence Subdivision","Offence Subgroup","Incidents Recorded","Rate per 100,000 population"
2026,"March","A Crimes against the person","A10 Homicide and related offences","A11 Murder",53,0.736476478
2026,"March","A Crimes against the person","A10 Homicide and related offences","A12 Attempted murder",29,0.402977695
2026,"March","A Crimes against the person","A10 Homicide and related offences","A14 Manslaughter & A13  Accessory/ conspiracy to murder",9,0.125062043
2026,"March","A Crimes against the person","A10 Homicide and related offences","A15 Driving causing death",111,1.542431868
2026,"March","A Crimes against the person","A20 Assault and related offences","A211 FV Serious assault",10362,143.988099243
2026,"March","A Crimes against the person","A20 Assault and related offences","A212 Non-FV Serious assault",8385,116.516137054
2026,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",2297,31.918612619
2026,"March","A Crimes against the person","A20 Assault and related offences","A231 FV Common assault",13139,182.576687508
2026,"March","A Crimes against the person","A20 Assault and related offences","A232 Non-FV Common assault",13202,183.452121811
2026,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",3990,55.444172552
2026,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",3765,52.317621468
2026,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",164,2.278908345
2026,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",1136,15.785609027
2026,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",1500,20.843673892
2026,"March","A Crimes against the person","A40 Abduction and related offences","A41 Abduction",152,2.112158954
2026,"March","A Crimes against the person","A40 Abduction and related offences","A42 False imprisonment",278,3.863027561
2026,"March","A Crimes against the person","A40 Abduction and related offences","A43 Slavery and sexual servitude offences",1,0.013895783
2026,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",2395,33.280399314
2026,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",289,4.01588117
2026,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",235,3.26550891
2026,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",163,2.265012563
2026,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A711 FV Stalking",1505,20.913152805
2026,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A712 Non-FV Stalking",943,13.103722987
2026,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A721 FV Harassment and private nuisance",767,10.65806525
2026,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A722 Non-FV Harassment and private nuisance",935,12.992556726
2026,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A731 FV Threatening behaviour",2754,38.268985265
2026,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A732 Non-FV Threatening behaviour",2435,33.836230617
2026,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",1770,24.595535192
2026,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",12,0.166749391
2026,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",1150,15.980149984
2026,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",1787,24.831763496
2026,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",2632,36.573699788
2026,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",57,0.792059608
2026,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",738,10.255087555
2026,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",36071,501.234773962
2026,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",3605,50.094296253
2026,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",310,4.307692604
2026,"March","B Property and deception offences","B30 Burglary/Break and enter","B311 Residential aggravated burglary",5559,77.246655442
2026,"March","B Property and deception offences","B30 Burglary/Break and enter","B312 Non-residential aggravated burglary",324,4.502233561
2026,"March","B Property and deception offences","B30 Burglary/Break and enter","B319 Unknown aggravated burglary",5,0.069478913
2026,"March","B Property and deception offences","B30 Burglary/Break and enter","B321 Residential non-aggravated burglary",18718,260.101258602
2026,"March","B Property and deception offences","B30 Burglary/Break and enter","B322 Non-residential non-aggravated burglary",14103,195.972221929
2026,"March","B Property and deception offences","B30 Burglary/Break and enter","B329 Unknown non-aggravated burglary",94,1.306203564
2026,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",24424,339.390594085
2026,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",74134,1030.149946852
2026,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",32453,450.959832536
2026,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",6920,96.158815553
2026,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",7432,103.273456241
2026,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",16,0.222332522
2026,"March","B Property and deception offences","B40 Theft","B49 Other theft",47501,660.063569016
2026,"March","B Property and deception offences","B50 Deception","B51 Forgery and counterfeiting",3227,44.841690432
2026,"March","B Property and deception offences","B50 Deception","B52 Possess equipment to make false instrument",4,0.05558313
2026,"March","B Property and deception offences","B50 Deception","B53 Obtain benefit by deception",17471,242.773217707
2026,"March","B Property and deception offences","B50 Deception","B54 State false information",528,7.33697321
2026,"March","B Property and deception offences","B50 Deception","B55 Deceptive business practices",9,0.125062043
2026,"March","B Property and deception offences","B50 Deception","B56 Professional malpractice and misrepresentation",72,1.000496347
2026,"March","B Property and deception offences","B50 Deception","B59 Other deception offences",151,2.098263172
2026,"March","B Property and deception offences","B60 Bribery","B61 Bribery of officials",3,0.041687348
2026,"March","C Drug offences","C10 Drug dealing and trafficking","C11 Drug dealing",34,0.472456608
2026,"March","C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",2153,29.917619926
2026,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",507,7.045161775
2026,"March","C Drug offences","C20 Cultivate or manufacture drugs","C22 Manufacture drugs",1,0.013895783
2026,"March","C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1419,19.718115501
2026,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",59,0.819851173
2026,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",11267,156.563782491
2026,"March","C Drug offences","C90 Other drug offences","C99 Other drug offences",6,0.083374696
2026,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",2788,38.741441873
2026,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",7430,103.245664676
2026,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",209,2.904218562
2026,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",641,8.907196643
2026,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",21,0.291811434
2026,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",1709,23.747892454
2026,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",301,4.182630561
2026,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",450,6.253102167
2026,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",291,4.043672735
2026,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",122,1.695285477
2026,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",164,2.278908345
2026,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",7,0.097270478
2026,"March","D Public order and security offences","D30 Public nuisance offences","D34 Defamation and libel",1,0.013895783
2026,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",2668,37.073947962
2026,"March","D Public order and security offences","D30 Public nuisance offences","D36 Other public nuisance offences",9,0.125062043
2026,"March","D Public order and security offences","D40 Public security offences","D41 Immigration offences",1,0.013895783
2026,"March","D Public order and security offences","D40 Public security offences","D43 Hacking",218,3.029280606
2026,"March","D Public order and security offences","D40 Public security offences","D44 Terrorism offences",3,0.041687348
2026,"March","D Public order and security offences","D40 Public security offences","D49 Other public security offences",4,0.05558313
2026,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody",104,1.44516139
2026,"March","E Justice procedures offences","E10 Justice procedures","E12 Fail to appear",1,0.013895783
2026,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",7873,109.401496366
2026,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",399,5.544417255
2026,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",444,6.169727472
2026,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",1039,14.437718116
2026,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",29372,408.146926362
2026,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",3866,53.72109551
2026,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",18840,261.796544078
2026,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",1342,18.648140242
2026,"March","F Other offences","F10 Regulatory driving offences","F11 Drink driving",2,0.027791565
2026,"March","F Other offences","F10 Regulatory driving offences","F15 Licensing offences",2,0.027791565
2026,"March","F Other offences","F10 Regulatory driving offences","F16 Registration and roadworthiness offences",1,0.013895783
2026,"March","F Other offences","F10 Regulatory driving offences","F19 Other regulatory driving offences",7,0.097270478
2026,"March","F Other offences","F20 Transport regulation offences","F21 Public transport",59,0.819851173
2026,"March","F Other offences","F20 Transport regulation offences","F22 Aviation regulations offences",8,0.111166261
2026,"March","F Other offences","F20 Transport regulation offences","F23 Maritime regulations offences",48,0.666997565
2026,"March","F Other offences","F20 Transport regulation offences","F24 Pedestrian offences",5,0.069478913
2026,"March","F Other offences","F20 Transport regulation offences","F29 Other transport regulation offences",156,2.167742085
2026,"March","F Other offences","F30 Other government regulatory offences","F31 Betting and gaming offences",17,0.236228304
2026,"March","F Other offences","F30 Other government regulatory offences","F32 Commercial regulation offences",7,0.097270478
2026,"March","F Other offences","F30 Other government regulatory offences","F33 Liquor and tobacco licensing offences",117,1.625806564
2026,"March","F Other offences","F30 Other government regulatory offences","F34 Pornography and censorship offences",2,0.027791565
2026,"March","F Other offences","F30 Other government regulatory offences","F39 Other government regulatory offences",35,0.486352391
2026,"March","F Other offences","F90 Miscellaneous offences","F91 Environmental offences",51,0.708684912
2026,"March","F Other offences","F90 Miscellaneous offences","F92 Public health and safety offences",28,0.389081913
2026,"March","F Other offences","F90 Miscellaneous offences","F93 Cruelty to animals",102,1.417369825
2026,"March","F Other offences","F90 Miscellaneous offences","F94 Dangerous substance offences",8,0.111166261
2026,"March","F Other offences","F90 Miscellaneous offences","F99 Other miscellaneous offences",19,0.264019869
2025,"March","A Crimes against the person","A10 Homicide and related offences","A11 Murder",65,0.918876104
2025,"March","A Crimes against the person","A10 Homicide and related offences","A12 Attempted murder",24,0.339277331
2025,"March","A Crimes against the person","A10 Homicide and related offences","A14 Manslaughter & A13  Accessory/ conspiracy to murder",29,0.409960108
2025,"March","A Crimes against the person","A10 Homicide and related offences","A15 Driving causing death",95,1.342972768
2025,"March","A Crimes against the person","A20 Assault and related offences","A211 FV Serious assault",9306,131.554785019
2025,"March","A Crimes against the person","A20 Assault and related offences","A212 Non-FV Serious assault",9052,127.964099935
2025,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",2326,32.881627977
2025,"March","A Crimes against the person","A20 Assault and related offences","A231 FV Common assault",13747,194.335227773
2025,"March","A Crimes against the person","A20 Assault and related offences","A232 Non-FV Common assault",13170,186.178435278
2025,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",3973,56.164534803
2025,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",4117,58.200198788
2025,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",201,2.841447645
2025,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",1175,16.610452654
2025,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",995,14.065872673
2025,"March","A Crimes against the person","A40 Abduction and related offences","A41 Abduction",173,2.445624093
2025,"March","A Crimes against the person","A40 Abduction and related offences","A42 False imprisonment",280,3.958235526
2025,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",2705,38.239382493
2025,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",313,4.424741856
2025,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",224,3.166588421
2025,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",122,1.724659765
2025,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A711 FV Stalking",1367,19.3246713
2025,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A712 Non-FV Stalking",875,12.369486019
2025,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A721 FV Harassment and private nuisance",841,11.888843134
2025,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A722 Non-FV Harassment and private nuisance",766,10.828601475
2025,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A731 FV Threatening behaviour",2627,37.136731168
2025,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A732 Non-FV Threatening behaviour",2236,31.609337987
2025,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",1482,20.950375177
2025,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",21,0.296867664
2025,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",1063,15.027158444
2025,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",1843,26.053671695
2025,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",2788,39.412716595
2025,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",47,0.664418106
2025,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",635,8.976712711
2025,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",37245,526.516007741
2025,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",3625,51.245013507
2025,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",324,4.580243966
2025,"March","B Property and deception offences","B30 Burglary/Break and enter","B311 Residential aggravated burglary",6805,96.199259838
2025,"March","B Property and deception offences","B30 Burglary/Break and enter","B312 Non-residential aggravated burglary",453,6.403859619
2025,"March","B Property and deception offences","B30 Burglary/Break and enter","B319 Unknown aggravated burglary",12,0.169638665
2025,"March","B Property and deception offences","B30 Burglary/Break and enter","B321 Residential non-aggravated burglary",21448,303.200841295
2025,"March","B Property and deception offences","B30 Burglary/Break and enter","B322 Non-residential non-aggravated burglary",17112,241.904736863
2025,"March","B Property and deception offences","B30 Burglary/Break and enter","B329 Unknown non-aggravated burglary",83,1.173334102
2025,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",24153,341.440223787
2025,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",74364,1051.250809495
2025,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",37081,524.197612647
2025,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",8290,117.192044682
2025,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",8611,121.729878981
2025,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",19,0.268594554
2025,"March","B Property and deception offences","B40 Theft","B49 Other theft",49029,693.101177165
2025,"March","B Property and deception offences","B50 Deception","B51 Forgery and counterfeiting",1975,27.919697014
2025,"March","B Property and deception offences","B50 Deception","B52 Possess equipment to make false instrument",6,0.084819333
2025,"March","B Property and deception offences","B50 Deception","B53 Obtain benefit by deception",16877,238.582646332
2025,"March","B Property and deception offences","B50 Deception","B54 State false information",520,7.351008834
2025,"March","B Property and deception offences","B50 Deception","B55 Deceptive business practices",9,0.127228999
2025,"March","B Property and deception offences","B50 Deception","B56 Professional malpractice and misrepresentation",63,0.890602993
2025,"March","B Property and deception offences","B50 Deception","B59 Other deception offences",163,2.304258538
2025,"March","B Property and deception offences","B60 Bribery","B61 Bribery of officials",5,0.070682777
2025,"March","C Drug offences","C10 Drug dealing and trafficking","C11 Drug dealing",38,0.537189107
2025,"March","C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",2193,31.001466102
2025,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",538,7.605466832
2025,"March","C Drug offences","C20 Cultivate or manufacture drugs","C22 Manufacture drugs",3,0.042409666
2025,"March","C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1374,19.423627188
2025,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",57,0.805783661
2025,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",11926,168.592560298
2025,"March","C Drug offences","C90 Other drug offences","C99 Other drug offences",8,0.113092444
2025,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",2635,37.249823611
2025,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",6949,98.234923823
2025,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",174,2.459760648
2025,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",690,9.754223261
2025,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",37,0.523052552
2025,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",1352,19.112622969
2025,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",222,3.13831531
2025,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",471,6.658317617
2025,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",242,3.421046419
2025,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",107,1.512611433
2025,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",192,2.714218646
2025,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",14,0.197911776
2025,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",2620,37.037775279
2025,"March","D Public order and security offences","D30 Public nuisance offences","D36 Other public nuisance offences",14,0.197911776
2025,"March","D Public order and security offences","D40 Public security offences","D42 Sabotage",1,0.014136555
2025,"March","D Public order and security offences","D40 Public security offences","D43 Hacking",231,3.265544309
2025,"March","D Public order and security offences","D40 Public security offences","D44 Terrorism offences",2,0.028273111
2025,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody",76,1.074378214
2025,"March","E Justice procedures offences","E10 Justice procedures","E12 Fail to appear",1,0.014136555
2025,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",7647,108.102239527
2025,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",425,6.008036066
2025,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",298,4.212693524
2025,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",1076,15.210933664
2025,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",30634,433.05923966
2025,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",3783,53.478589268
2025,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",8184,115.693569804
2025,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",1611,22.77399083
2025,"March","F Other offences","F10 Regulatory driving offences","F11 Drink driving",2,0.028273111
2025,"March","F Other offences","F10 Regulatory driving offences","F12 Drug driving",2,0.028273111
2025,"March","F Other offences","F10 Regulatory driving offences","F15 Licensing offences",12,0.169638665
2025,"March","F Other offences","F10 Regulatory driving offences","F16 Registration and roadworthiness offences",2,0.028273111
2025,"March","F Other offences","F10 Regulatory driving offences","F19 Other regulatory driving offences",12,0.169638665
2025,"March","F Other offences","F20 Transport regulation offences","F21 Public transport",72,1.017831992
2025,"March","F Other offences","F20 Transport regulation offences","F22 Aviation regulations offences",3,0.042409666
2025,"March","F Other offences","F20 Transport regulation offences","F23 Maritime regulations offences",58,0.819920216
2025,"March","F Other offences","F20 Transport regulation offences","F24 Pedestrian offences",5,0.070682777
2025,"March","F Other offences","F20 Transport regulation offences","F29 Other transport regulation offences",119,1.682250099
2025,"March","F Other offences","F30 Other government regulatory offences","F31 Betting and gaming offences",12,0.169638665
2025,"March","F Other offences","F30 Other government regulatory offences","F32 Commercial regulation offences",7,0.098955888
2025,"March","F Other offences","F30 Other government regulatory offences","F33 Liquor and tobacco licensing offences",142,2.007390874
2025,"March","F Other offences","F30 Other government regulatory offences","F34 Pornography and censorship offences",1,0.014136555
2025,"March","F Other offences","F30 Other government regulatory offences","F36 Prostitution offences",1,0.014136555
2025,"March","F Other offences","F30 Other government regulatory offences","F39 Other government regulatory offences",43,0.607871884
2025,"March","F Other offences","F90 Miscellaneous offences","F91 Environmental offences",69,0.975422326
2025,"March","F Other offences","F90 Miscellaneous offences","F92 Public health and safety offences",21,0.296867664
2025,"March","F Other offences","F90 Miscellaneous offences","F93 Cruelty to animals",123,1.73879632
2025,"March","F Other offences","F90 Miscellaneous offences","F94 Dangerous substance offences",3,0.042409666
2025,"March","F Other offences","F90 Miscellaneous offences","F99 Other miscellaneous offences",29,0.409960108
2024,"March","A Crimes against the person","A10 Homicide and related offences","A11 Murder",51,0.733711497
2024,"March","A Crimes against the person","A10 Homicide and related offences","A12 Attempted murder",23,0.330889499
2024,"March","A Crimes against the person","A10 Homicide and related offences","A14 Manslaughter & A13  Accessory/ conspiracy to murder",15,0.215797499
2024,"March","A Crimes against the person","A10 Homicide and related offences","A15 Driving causing death",105,1.510582494
2024,"March","A Crimes against the person","A20 Assault and related offences","A211 FV Serious assault",7955,114.444607012
2024,"March","A Crimes against the person","A20 Assault and related offences","A212 Non-FV Serious assault",8244,118.602305494
2024,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",1952,28.08244788
2024,"March","A Crimes against the person","A20 Assault and related offences","A231 FV Common assault",13407,192.879804677
2024,"March","A Crimes against the person","A20 Assault and related offences","A232 Non-FV Common assault",11461,164.883675797
2024,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",3661,52.668976275
2024,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",4113,59.171674248
2024,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",214,3.078710987
2024,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",1042,14.990732936
2024,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",870,12.516254947
2024,"March","A Crimes against the person","A40 Abduction and related offences","A41 Abduction",133,1.913404492
2024,"March","A Crimes against the person","A40 Abduction and related offences","A42 False imprisonment",240,3.452759985
2024,"March","A Crimes against the person","A40 Abduction and related offences","A43 Slavery and sexual servitude offences",1,0.0143865
2024,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",2264,32.571035861
2024,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",328,4.71877198
2024,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",369,5.308618477
2024,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",78,1.122146995
2024,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A711 FV Stalking",1259,18.112603423
2024,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A712 Non-FV Stalking",822,11.82570295
2024,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A721 FV Harassment and private nuisance",659,9.48070346
2024,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A722 Non-FV Harassment and private nuisance",654,9.40877096
2024,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A731 FV Threatening behaviour",2345,33.736342356
2024,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A732 Non-FV Threatening behaviour",1934,27.823490881
2024,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",1177,16.932910428
2024,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",21,0.302116499
2024,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",959,13.796653441
2024,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",1864,26.816435886
2024,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",2060,29.636189874
2024,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",33,0.474754498
2024,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",398,5.725826976
2024,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",32317,464.928518517
2024,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",3492,50.237657786
2024,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",303,4.359109481
2024,"March","B Property and deception offences","B30 Burglary/Break and enter","B311 Residential aggravated burglary",5200,74.809799681
2024,"March","B Property and deception offences","B30 Burglary/Break and enter","B312 Non-residential aggravated burglary",190,2.733434988
2024,"March","B Property and deception offences","B30 Burglary/Break and enter","B319 Unknown aggravated burglary",9,0.129478499
2024,"March","B Property and deception offences","B30 Burglary/Break and enter","B321 Residential non-aggravated burglary",18684,268.797364854
2024,"March","B Property and deception offences","B30 Burglary/Break and enter","B322 Non-residential non-aggravated burglary",12513,180.018273732
2024,"March","B Property and deception offences","B30 Burglary/Break and enter","B329 Unknown non-aggravated burglary",56,0.805643997
2024,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",14457,207.985629613
2024,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",52351,753.147658288
2024,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",22536,324.214162617
2024,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",7495,107.82681704
2024,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",5816,83.671883643
2024,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",17,0.244570499
2024,"March","B Property and deception offences","B40 Theft","B49 Other theft",39720,571.431777563
2024,"March","B Property and deception offences","B50 Deception","B51 Forgery and counterfeiting",1926,27.708398882
2024,"March","B Property and deception offences","B50 Deception","B52 Possess equipment to make false instrument",6,0.086319
2024,"March","B Property and deception offences","B50 Deception","B53 Obtain benefit by deception",16922,243.448351962
2024,"March","B Property and deception offences","B50 Deception","B54 State false information",532,7.653617967
2024,"March","B Property and deception offences","B50 Deception","B55 Deceptive business practices",6,0.086319
2024,"March","B Property and deception offences","B50 Deception","B56 Professional malpractice and misrepresentation",57,0.820030497
2024,"March","B Property and deception offences","B50 Deception","B59 Other deception offences",138,1.985336992
2024,"March","B Property and deception offences","B60 Bribery","B61 Bribery of officials",2,0.028773
2024,"March","C Drug offences","C10 Drug dealing and trafficking","C11 Drug dealing",36,0.517913998
2024,"March","C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",2308,33.204041858
2024,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",641,9.221746461
2024,"March","C Drug offences","C20 Cultivate or manufacture drugs","C22 Manufacture drugs",1,0.0143865
2024,"March","C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",1155,16.616407429
2024,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",64,0.920735996
2024,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",9680,139.261319406
2024,"March","C Drug offences","C90 Other drug offences","C99 Other drug offences",11,0.158251499
2024,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",2460,35.390789849
