"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"ej9h-v6g2","2018 Central Park Squirrel Census - Hectare Data","dataset","The Squirrel Census (https://www.thesquirrelcensus.com/) is a multimedia science, design, and storytelling project focusing on the Eastern gray (Sciurus carolinensis). They count squirrels and present","2023-04-18T19:28:36.000Z",6025,"Environment"
"37fm-7uaa","NYCHA Customer Contact Centers","dataset","The  customer contact center locations, phone numbers and schedules","2022-05-09T22:27:49.000Z",6013,"City Government"
"d8dr-nyhw","NYC Historical Vital Records: Index to Digitized Marriage Licenses","dataset","The dataset is an index to digitized historical marriage licenses from 1908-1949 from all 5 NYC boroughs. Details about certificates in DORIS's collection and their digitization status can be found on","2026-01-05T19:55:52.000Z",6009,"City Government"
"ur7y-ziyb","Associated Address by Borough and Community District","dataset","Presents the number of cases and individuals for each shelter case type by borough and community district","2026-05-04T15:19:10.000Z",5999,"Social Services"
"fi59-268w","Capital Projects Database (CPDB) - Projects","dataset","The Capital Projects Database reports information at the project level on discrete capital investments from the Capital Commitment Plan.Each row is uniquely identified by its Financial Management Serv","2026-01-26T22:16:44.000Z",5996,"City Government"
"djnb-wcxt","2021 Green Taxi Trip Data","dataset","These records are generated from the trip record submissions made by green taxi Technology Service Providers (TSPs). Each row represents a single trip in a green taxi. The trip records include fields ","2023-12-14T21:34:28.000Z",5963,"Transportation"
"ebkm-iyma","DYCD Program Sites","dataset","This dataset provides a breakdown of all the Service Categories that are provided, and funded by DYCD. For each Service Category, the datasets list their DYCD business unit (Program Area), sub-divisio","2026-03-09T20:32:47.000Z",5958,"Social Services"
"ex6k-ym48","Claims Report - Underlying Settlements and Claims Filed Data","dataset","Data set listing the individual claims filed against the City of New York and the individual claims settled by the City of New York during the prior fiscal year.","2025-01-13T19:53:09.000Z",5955,"City Government"
"nvgj-hbht","Bureau of Fire Prevention - Building Summary (Historical)","dataset","<b>NOTE:</b> <i>The source database for this dataset has been decommissioned. No new data will be added to this dataset.</i>

This data set contains sprinkler, standpipe and total number of active v","2024-03-14T17:31:39.000Z",5953,"Public Safety"
"32cj-z7va","Department for the Aging (NYC Aging) - Social Adult Day Care Services","dataset","Listing of registered agencies providing Social Adult Day Care Services with hours of operation","2026-05-06T13:55:03.000Z",5948,"City Government"
"j55h-3upk","Playgrounds with Dedicated Children's Areas (DCAs)","dataset","This dataset represents Playgrounds with Dedicated Children's Areas in NYC Parks, previously known as Children’s Play Areas (CPAs). Each DCA is a designated space featuring play equipment specifically","2026-05-07T16:09:49.000Z",5941,"Recreation"
"bvug-v3mm","Clergy Parking Permits","dataset","Issued to members of the clergy for parking their personal passenger vehicles when conducting ministerial duties at their houses of worship, funeral establishments or hospitals. Allows parking for up ","2026-05-03T17:30:58.000Z",5930,"Transportation"
"h4i2-acfi","State Senate Districts","map","GIS data: Boundaries of State Senate Districts.

All previously released versions of this data are available at <a href=""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sor","2026-03-09T20:44:50.000Z",5928,"City Government"
"qiwj-eg47","Intimate Partner Violence Related Snapshots: New York City Community Board Districts","dataset","The dataset contains annual count data for the number of intimate partner related domestic incident reports, intimate partner-related felony assaults, domestic violence related felony assaults, intima","2024-01-31T18:53:19.000Z",5928,"Public Safety"
"8sdw-8vja","Asset Management Parks System (AMPS) - Work Orders","dataset","This table is the primary table for information about work orders, and contains general information - including a description of the work, assigned title, request date and completion date -  about eac","2026-05-18T07:22:21.000Z",5912,"Environment"
"ts56-fkf5","Individual Landmark Sites (Map)","map","This dataset contains site boundaries for all designated individual landmarks as well as administrative information such as site boundary description and designation date.","2026-02-03T15:11:44.000Z",5907,"Housing & Development"
"f5mc-f3zp","DOC Hart Island Burial Records","dataset","Individuals buried on Hart Island with date and place of death when available.
Identities of fetal remains have been redacted to protect the personal privacy of family members. Any family member seeki","2021-06-17T17:54:22.000Z",5888,"City Government"
"bnea-fu3k","2014-15 to 2017-19 NYC Regents Exam Results - Public","dataset","School-level New York City Results on New York State Regents Exams, testing and score data includes all administrations of the regents exam:  January, June and August.  It reports the highest score fo","2024-11-26T23:10:12.000Z",5879,"Education"
"wymh-dvmd","DOHMH Call Center Summary","dataset","Total number of calls received by the agency's call center

This data is collected to assess and assist residents of NYC. The data is collected by a 3rd party application that goes by the name PRIMA","2026-01-13T18:05:25.000Z",5854,"Health"
"na5f-2vg7","In-Service Alarm Box Locations (Map)","map","This dataset contains the location of physical alarm boxes. It includes operational voice capable Emergency Reporting System (ERS) devices as well as pull-activated Box Alarm Reporting System (BARS) d","2024-07-05T13:44:24.000Z",5850,"Public Safety"
"2t2c-qih9","Full-Time And Full-Time Equivalent Staffing Levels","dataset","This dataset contains estimated fiscal year-end headcount information for full-time and full-time equivalent employees (FTE). The information is summarized by agency, personnel type and funding. The a","2026-05-15T19:43:32.000Z",5838,"City Government"
"yrt9-58g8","2020 High Volume FHV Trip Records","dataset","These records are generated from the trip record submissions made by High Volume For-Hire Vehicle (FHV) bases. On August 14, 2018, Mayor de Blasio signed Local Law 149 of 2018, creating a new license ","2023-12-15T16:07:59.000Z",5836,"Transportation"
"tdt4-7qzu","LinkNYC New-Site Permit Applications - Map","map","LinkNYC is replacing the City’s outdated public telephones with a network of kiosks that provide free high-speed Wi-Fi, nationwide calling, a dedicated 911 button, charging ports for mobile devices, a","2026-04-02T19:56:35.000Z",5832,"Social Services"
"w3wp-dpdi","NYC Parks Public Events – Upcoming 14 Days","href","A listing of the next two weeks of events taking place on NYC Parks properties that are open to the public.","2024-10-30T14:28:32.000Z",5815,"Recreation"
"avcv-kcyf","Topographical Bureau Maps - Final Sections","dataset","A list of the final section maps that would show the legal street information for Borough of Brooklyn.","2020-10-25T15:39:57.000Z",5804,"City Government"
"f6an-2v46","Moving Violation Summons Statistics","href","This data is a breakdown of all the moving violations (tickets) issued in every precinct throughout the city.This data is collected because the City Council passed Local Law #11 in 2011 and required t","2024-10-30T14:28:35.000Z",5801,"Public Safety"
"ck4n-5h6x","Landmarks Complaints","dataset","The Landmarks Complaint Log contains information related to designated landmark violation complaints received by the LPC.","2026-01-13T14:57:10.000Z",5787,"Housing & Development"
"pq4c-wbq4","421-a(16) Affordable New York Housing Program Completion Extension - Letters of Intent","dataset","Buildings which intend to seek partial real estate tax exemption under New York State Real Property Tax Law Section 421-a Subdivision 16 are required to commence and complete construction, as those te","2024-10-16T13:14:38.000Z",5777,"Housing & Development"
"9k82-ys7w","Bid Tabulations (Historical)","dataset","Bids received in response to Competitive Sealed Bid (CSB) solicitations are opened publicly, at the time, date, and place designated in the Invitation for Bid (IFB). The name of each bidder, the bid p","2024-07-30T15:15:58.000Z",5765,"City Government"
"799n-b76v","Latin Cultural Organizations","dataset","Listing of Latin cultural organizations","2018-09-10T19:24:17.000Z",5764,"Recreation"
"jhjm-vsp8","FY03 – FY12 MMR Agency Performance Indicators","dataset","This data was collected biaannually from divisions at the Department reasonsible for tracking performance indicators connected to Agency activities. Each measure reflects a particular aspect of agency","2022-05-09T22:27:31.000Z",5740,"City Government"
"72ss-25qh","HIV Testing Locations","dataset","Location and facility information for places in New York City that provide HIV testing.","2025-09-04T14:03:14.000Z",5737,"Health"
"ay9k-vznm","Workforce1 Job Listing","dataset","Listing of job openings registered through Workforce1 Center. This data is up to date as of the date reflected in the ""About"" tab of this dataset.","2020-03-16T20:51:28.000Z",5733,"Business"
"esmy-s8q5","Seating Locations","dataset","This dataset identifies the locations of DOT seating features throughout New York City including benches and leaning bars on sidewalks and at bus stops.","2026-05-07T13:51:55.000Z",5731,"Transportation"
"w5ea-ydu3","DOF: Refund List - Real Property Tax","dataset","Details about refund checks for overpaid Property Tax accounts.
DOF issues property refund checks by request if there are tax credits on a property tax account.","2026-04-13T16:04:33.000Z",5715,"City Government"
"4pt5-3vv4","Forestry Inspections","dataset","Record of Forestry inspections for NYC Parks & Recreation. Inspections are initiated by a service request or internal process and may result in a work order. 

Inspections are used to record field obs","2026-05-19T16:21:39.000Z",5710,"Environment"
"p48c-iqtu","NYC Wetlands","dataset","In 2016 NYC Parks contracted with the UVM Spatial Analysis Lab to use modern remote sensing and object-based image analysis to create a new wetlands map for New York City. Data inputs include Light De","2026-01-06T22:14:55.000Z",5703,NA
"rqhp-hivt","Scorecard Ratings","dataset","Street and sidewalk cleanliness ratings.

NOTE: Due to a software coding error that’s since been corrected, some cleanliness rating data between November 2018 and July 2019 was found to be incomplet","2023-10-26T20:18:31.000Z",5702,"City Government"
"d5zb-ragj","NYC.gov Web Analytics","dataset","Web traffic statistics for the top 2000 most visited pages on nyc.gov by month.","2022-09-23T19:23:08.000Z",5357,"City Government"
"k3ks-jzek","DSNY Waste Characterization 2017 - Main Sort Results","dataset","The Department conducted the 2017 NYC Residential, School, and NYCHA (NYC Housing Authority) Waste Characterization Study over three seasons: spring, summer, and fall. This study builds on decades of ","2024-05-22T17:40:11.000Z",5692,"City Government"
"fvp3-gcb2","Local Law 84 Monthly Data (Calendar Year)","dataset","Monthly whole building electricity and natural gas consumption data in privately owned buildings over 25,000 ft2 and in City-owned buildings over 10,000 ft2.

To understand more about full building ","2025-11-25T17:26:45.000Z",5677,"Environment"
"96ay-ea4r","Vehicle Classification Counts (2011 - 2025)","dataset","Vehicle classification counts collected by DOT for New York Metropolitan Transportation Council (NYMTC) to validate the New York Best Practice Model (NYBPM). For NYBPM screenline locations where data ","2026-04-30T14:46:29.000Z",5657,"Transportation"
"ufzp-rrqu","Pedestrian Ramp Locations","dataset","Pedestrian ramps provide access on and off streets and sidewalks and are an essential tool for all pedestrians. This data is a comprehensive list of all pedestrian ramps throughout New York City.

P","2022-05-09T22:26:49.000Z",5653,"Transportation"
"qhen-5rve","Weekend Traffic Updates","href","DOT issues traffic alerts, providing the locations of road construction and events where lane and street closings will affect the flow of traffic. http://www.nyc.gov/html/dot/html/motorist/wkndtraf.sh","2024-10-30T14:28:39.000Z",5631,"Transportation"
"g9ub-hrve","Active Projects - Public Buildings (Historical)","dataset","List of currently active buildings projects including description and high level schedule and budget range.","2022-05-09T22:21:18.000Z",5501,"Housing & Development"
"de3m-c5p4","Accessible Pedestrian Signal Locations","dataset","NYC DOT's Accessible Pedestrian Signals (APS) are devices affixed to pedestrian signal poles to assist blind or low vision pedestrians in crossing the street. APS are wired to a pedestrian signal and ","2026-05-15T20:27:07.000Z",5595,"Transportation"
"qiwj-i2jk","Capital Project Tracker","href","A listing of all capital projects managed by NYC Parks, and a timeline for their completion.

Supporting documentation can be found at the following link (http://www.nycgovparks.org/bigapps/desc/DPR_C","2024-10-30T14:28:07.000Z",5595,"Recreation"
"bzg2-2abf","Bicycle Parking (Map)","map","The data contains locations of all bike parking throughout the five boroughs as of the date of publication.  The data is in shapefile format.","2026-05-07T13:46:42.000Z",5572,"Transportation"
"gpny-cuvw","911 Open Data Local Law 119","dataset","This data set provides counts and percent/average response times for the categories of incidents outlined in Local Law 119 of 2013: The Ariel Russo Emergency 9-1-1 Response Time Reporting Act.

For ","2026-05-15T16:51:19.000Z",5550,"Public Safety"
"k5us-nav4","Free Residential at-the-tap Lead and Copper Data","dataset","At-the-tap samples tested for lead and copper","2026-04-14T13:56:32.000Z",5496,"Environment"
"hpid-63r5","NYC Municipal Building Energy Benchmarking Results (2014)","dataset","This is a list of New York City municipal buildings over 10,000 square feet by borough, block, lot, and agency, identifying each building’s energy intensity (kBtu/sq. ft.), Portfolio Manager benchmark","2022-05-09T22:21:11.000Z",5485,"City Government"
"3nja-bsch","NYPL Branch Services - Manhattan","dataset","New York Public Library (NYPL) branch services from July 2010 to June 2011(Manhattan)","2022-05-09T22:27:51.000Z",5475,"Recreation"
"7btz-mnc8","NYC REACH Members","dataset","The location and facility information for doctors who participate in NYC Regional Electronic Adoption Center for Health (REACH), which assists providers in adopting technology and methods for electron","2026-04-28T19:23:01.000Z",5129,"Health"
"rqgf-94xs","Pregnancy Risk Assessment Monitoring System (PRAMS)","dataset","The Pregnancy Risk Assessment Monitoring System (PRAMS) is an ongoing, population-based risk factor surveillance system designed to identify and monitor selected maternal experiences and behaviors tha","2026-03-27T16:33:26.000Z",5467,"Health"
"4hcv-tc5r","Capital Project Tracker","dataset","A listing of all capital projects managed by NYC Parks, and a timeline for their completion.

Supporting documentation can be found at the following link (http://www.nycgovparks.org/bigapps/desc/DPR_C","2026-05-24T13:00:59.000Z",5441,"Recreation"
"qsuf-mgjh","Sidewalk Café Regulations GIS: Shapefile","map","This feature class is a spatial representation of the Sidewalk Cafe regulations in the New York City Zoning Resolution, Chapter 1, Article 4.”

All previously released versions of this data are avai","2024-11-13T17:44:06.000Z",5417,"City Government"
"ne9z-skhf","New York Public Library (NYPL) Branch Services from 7-2010 to 6-2011","dataset","New York Public Library (NYPL) branch services from July 2010 to June 2011, by borough, network, program, attendance, and more.","2022-05-09T22:27:50.000Z",5399,"Recreation"
"ajyu-7sgg","Sea Level Rise Maps (2020s 500-year Floodplain)","map","This is the 500-Year Floodplain for the 2020s based on FEMA's Preliminary Work Map data and the New York Panel on Climate Change's 90th Percentile Projects for Sea-Level Rise (11 inches).  Please see ","2025-08-18T13:28:23.000Z",5394,"Environment"
"gi7d-8gt5","Scenic Landmarks (Map)","map","Provides boundary information regarding all scenic landmarks that have been calendared, heard, or designated by the Landmarks Preservation Commission, or for which an LP number has been issued.","2025-05-13T16:36:55.000Z",5390,"Housing & Development"
"thut-5mdg","COVID-19 Expenditures Report (Historical)","dataset","This dataset is made up of expenditure transactions incurred by City agencies and recorded to a “CV” or “CR” expense budget code in the City's Financial Management System (FMS).  The dataset includes ","2025-10-16T14:56:09.000Z",5376,"City Government"
"4hxk-b29t","DOB Sustainability Compliance Map","href","This data comes from the NYC Department of Finance, the US EPA's Portfolio Manager, and grading metric based on Local Law 95 of 2019.","2024-10-30T14:27:55.000Z",5348,NA
"unse-x4pq","Specialized High Schools Admissions Overall Summary","dataset","Specialized High Schools Admissions Tests  and Discovery program reporting an summary of statistics on how many students took test categorized by ethnicity and specialized school.  in addition statist","2025-12-04T21:49:08.000Z",5344,"Education"
"dxnu-p2qd","HIV/AIDS Diagnoses by Neighborhood, Age Group, and Race/Ethnicity (Historical)","dataset","<strong>Please note, this is now a historical dataset.</strong></br>
Information related to HIV/AIDS annual reporting has been consolidated in the following dataset where data from 2011 - 2022 can be ","2026-03-13T19:36:30.000Z",5341,"Health"
"7ewi-9cdf","City Marshals Revenue","dataset","This dataset contains annual revenue statistics compiled by the Agency's Marshal's Unit.","2026-03-20T16:41:46.000Z",5338,"City Government"
"cp6j-7bjj","Fee Charges","dataset","Contains information about fees assessed against properties by HPD pursuant to the Housing Maintenance Code.","2026-05-22T15:35:49.000Z",5337,"Housing & Development"
"qfs9-xn8t","NYCDCP Manhattan Bike Counts - On Street Weekday","dataset","The Transportation Division of the New York City Department of City Planning (NYCDCP) has performed annual bike counts in Manhattan since 1999. The counts have been conducted along designated bicycle ","2022-05-09T22:20:52.000Z",5315,"Transportation"
"ipbu-mtcs","Directory of Dog Runs and Off-Leash Areas","href","Dog runs in New York City Department of Parks & Recreation properties and properties with off-leash hours for dogs.","2024-10-30T14:28:10.000Z",5298,"Recreation"
"n84m-kx4j","Licensees and Registrants Fleet Information","dataset","Licensees and Registrants Fleet Information dataset contains information about active vehicles of approved BIC licensees and registrants. This data is partially collected from the application submitte","2026-05-22T19:00:16.000Z",5289,"Business"
"2np7-5jsg","2014 Green Taxi Trip Data","dataset","These records are generated from the trip record submissions made by green taxi Technology Service Providers (TSPs). Each row represents a single trip in a green taxi. The trip records include fields ","2023-12-14T21:13:19.000Z",5082,"Transportation"
"bzjf-rmtp","Current RFP","dataset","List of active Requests For Proposals","2026-05-05T20:40:07.000Z",4844,"Education"
"6yag-pnij","DSNY Other Organics Collection Tonnages","dataset","Annual tons of food scraps dropped off at Green Markets and nonprofit partners. Also includes deliveries of organics such as leaf and wood wastes to nonprofit partners. In FY 2021, DSNY suspended its ","2026-05-14T20:37:37.000Z",5258,"Environment"
"fgqh-vfzz","Routes by Transportation Sites","dataset","This dataset allows users to link the information in the Route dataset to the information in the Transportation Site dataset. 
Please note that because OPT does not design routes for Pre-K service, t","2026-05-01T10:40:30.000Z",5236,"Transportation"
"pjgc-h7uv","Case-Related Information About Civil Litigation","dataset","Case-related information.","2025-04-17T20:09:45.000Z",5206,"City Government"
"ikqj-pyhc","DOF: Condominium comparable rental income – Manhattan - FY 2010/2011","dataset","The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental prop","2022-05-09T22:25:25.000Z",5199,"Housing & Development"
"tavr-zknk","DSNY Salt Usage","dataset","The amount of salt the NYC Department of Sanitation (DSNY) dispenses from salt sites during snow season. DSNY is responsible for the removal of snow and ice from all New York City highways and streets","2026-04-16T15:13:08.000Z",5189,"City Government"
"5vi6-xdpy","Small Business Services (SBS) Equal Employment Opportunity (EO 50) Certified Businesses","dataset","This dataset contains a list of businesses that have successfully complied with Equal Employment Opportunity (EO 50) requirements and have received EO50 certificate of approval from the NYC Department","2026-02-02T16:27:07.000Z",5181,"Business"
"97pn-acdf","Projected Population 2010-2040 - Total By Age Groups","dataset","Projected total New York City population for five intervals from 2010 through 2040 by Borough, broken down by 18 age cohorts. (Age groups may not add up to the total due to rounding.)","2022-05-09T22:20:52.000Z",5181,"City Government"
"zhrf-jnt6","Directory of Temporary Public Art","href","Temporary art exhibitions and installations in New York City Department of Parks & Recreation properties since 2000.

To convert the JSON feed to CSV (or excel), use: https://json-csv.com/

Data Dicti","2024-10-30T14:28:14.000Z",5180,"Recreation"
"9n6h-pt9g","Speed Reducer Tracking System (SRTS)","dataset","This dataset contains information regarding placements of speed humps and speed cushions within the five boroughs. 

Speed humps are traffic calming devices intended to slow traffic speeds on low vo","2026-05-24T06:00:15.000Z",5172,"Transportation"
"gfej-by6h","Equitable Health Systems - Health Insurance Enrollment","dataset","<h2><b>Note: Services are offered at our enrollment sites in-person and over the phone. Help is available in many languages and regardless of immigration status. </b></h2>

Health insurance enrollment","2026-04-28T13:58:54.000Z",5168,"Health"
"mqdy-gu73","CityStore - The Official Store of the City of New York","dataset","Information on CityStore, the products available, prices and product descriptions.","2025-05-01T19:46:40.000Z",5159,"City Government"
"82zj-84is","Forestry Planting Spaces","dataset","Record of Forestry planting spaces for NYC Parks & Recreation. 

Tree Points and Planting Spaces form the basis of ForMS 2.0’s data inventory and are the core entities that all Service Requests, Inspe","2025-03-05T14:54:16.000Z",5144,"Environment"
"6a2s-2t65","EZ Pass Readers July 2024- current","dataset","E-Z Pass readers are installed throughout NYC to determine traffic speed on local streets. The collected data were used to plan traffic calming and reorganizations of NYC streets. Projects like Midtow","2026-05-24T12:14:25.000Z",5142,"Transportation"
"pdiy-9ae5","Bureau of Fire Prevention - Certificates of Fitness (Historical)","dataset","<b>NOTE:</b> <i>The source database for this dataset has been decommissioned. No new data will be added to this dataset.</i>

This dataset contains premise based Certificates of Fitness (COF) grante","2024-03-14T17:32:24.000Z",5139,"Public Safety"
"p39r-nm7f","Enforcement Fines","dataset","This is a list of COIB enforcement actions against current or former public servants for violation(s) of the City's conflicts of interest law that were resolved by settlement through a public disposit","2026-05-21T13:23:13.000Z",5074,"City Government"
"5c9e-33xj","ACRIS - State Codes","dataset","ACRIS State mapping for Codes in the ACRIS Real and Personal Parties Property Datasets","2026-05-08T19:20:48.000Z",5134,"City Government"
"wavz-fkw8","DOE Building Space Usage","dataset","List of DOE buildings schools housed within the building and with listing of rooms by size, usage.","2026-01-06T14:33:53.000Z",5134,"Education"
"vwpc-kje2","311 Web Content - Services","dataset","<b>NOTE: This data does not present a full picture of 311 calls or service requests, in part because of operational and system complexities associated with remote call taking necessitated by the unpre","2024-01-24T21:32:16.000Z",5122,"City Government"
"hn9i-dwpr","NYPD Vehicle Stop Reports","dataset","Police incident level data documenting vehicular stops. Data is collected under New York City Administrative Code 14-191 and may be used to gain insight into police-initiated vehicle stops, demographi","2026-04-28T14:19:51.000Z",5113,"Public Safety"
"8nac-uner","NYC Parks Dog Runs","map","Dog runs are large, fenced-in areas for dogs to exercise unleashed during park hours. Each record in this dataset is an individual dog run. Planimetrics have ensured good GIS quality of the data. 

","2026-05-18T14:14:15.000Z",5111,"Recreation"
"rmhc-afj9","DSNY - PlowNYC Data","dataset","A table containing physical ID (a unique street segment identifier) and the date/time with which it was last associated with a GPS signal emitted by a NYC Department of Sanitation (DSNY) snow clearing","2026-02-25T20:09:17.000Z",5094,"City Government"
"74kb-55u9","Math Test Results 2013-2023","dataset","This report includes results for the New York State Math exams for the years 2013-2023.
For the results for the New York State Math exams for the years 2006-2012, please follow <a href=""https://data.c","2024-11-26T23:05:38.000Z",5088,"Education"
"bhwu-wuzu","Heating Oil Consumption And Cost (2010 - Sep 2025)","dataset","Monthly consumption and cost data by borough and development. Data set includes utility vendor and meter information.","2026-02-09T21:58:18.000Z",5087,"Housing & Development"
"28rh-vpvr","Vehicles","dataset","OPT maintains an inventory of all the vehicles used by contracted bus vendors in service to the Department of Education. The vehicles inventory can include school buses, ambulances or coach buses. Thi","2026-05-01T10:40:14.000Z",5076,"Transportation"
"dvzp-h4k9","DOF: Condominium Comparable Rental Income – Manhattan – FY 2011/2012","dataset","Condominiums and cooperatives are valued as if they were residential rental apartments. Income information from similar rental properties is applied to determine value.
The Department of Finance (DOF","2022-05-09T22:25:26.000Z",5066,"Housing & Development"
"hkpx-aaxc","Fire Divisions","map","GIS data: Boundaries of Fire Divisions.

All previously released versions of this data are available at <a href=""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[year]","2026-03-09T20:48:30.000Z",5065,"Public Safety"
"dpm2-m9mq","LPC Permit Application Information","dataset","Contains information pertaining to permit applications for work to landmark sites submitted to and processed by LPC.","2026-05-18T14:08:18.000Z",5065,"Housing & Development"
"ywip-y6qr","2023 For Hire Vehicles Trip Data","dataset","These records are generated from the For-Hire Vehicle (“FHV”) Trip Record submissions made by traditional livery, luxury, and black car bases. The FHV trip records include fields capturing the dispatc","2024-07-16T18:39:26.000Z",5058,"Transportation"
"72r6-mtgs","2019 Volunteers Count Report - Neighborhoods","dataset","The annual NYC Volunteers Count report is the City’s largest scan of residents volunteering at organizations across New York City. Organizations, including City agencies, Mayoral offices, and nonprofi","2024-01-25T21:38:46.000Z",5049,"Social Services"
"gakf-suji","Inmate Incidents - Slashing and Stabbing","dataset","Violent inmate-on-inmate incidents (Slashings and Stabbings).","2026-05-01T19:38:11.000Z",4666,"Public Safety"
"gezn-7mgk","CEQR Projects","dataset","CEQR Open Data contains information on projects that are undergoing or have completed review through the City Environmental Quality Review (CEQR) process. Project information available at the Open Dat","2026-05-22T14:00:52.000Z",4563,"City Government"
"j3uq-sh95","New York City Tax Revenue Actuals","dataset","This dataset contains revenue source level data for revenue actuals. Dataset is intended to match charts and tables in the ""Tax Revenue"" section of the Mayor`s Message publication.  The amount is in m","2026-05-19T14:21:16.000Z",5011,"City Government"
"39g5-gbp3","Expense Budget Funding - All Source","dataset","This dataset contains expense agency data by unit of appropriation for the Adopted, Financial Plan and Modified conditions by funding source. The numbers within can be summarized to be consistent with","2026-05-19T13:43:33.000Z",5005,"City Government"
"4tqt-y424","Drivers and Attendants","dataset","OPT does not operate any buses nor does it directly employ any bus drivers or attendants. Drivers and attendants (sometimes referred to as ‘matrons’ or ‘escorts’) and employed by bus vendors themselve","2026-05-01T10:40:19.000Z",4879,"Transportation"
"8meu-9t5y","NYC Taxi Zones","dataset","TLC trip records contain a field corresponding to the location of the pickup or drop-off of the trip called a taxi zone.

Taxi Zones are roughly based on NYC Department of City Planning’s Neighborhood","2025-06-18T13:58:19.000Z",4975,"Transportation"
"3as9-uee8","layer_1","dataset","Blockface data from the TreesCount! 2015 Street Tree Census, conducted by volunteers and staff organized by NYC Parks & Recreation and partner organizations. Blockface data includes tree counts and da","2024-02-02T18:45:26.000Z",4967,"Environment"
"iwdd-99mu","Construction Pipeline (Historical)","dataset","Pursuant to  312(a) of the City Charter, as amended by Local Law 63 of 2011, the Mayor's Office is required to publish a plan and schedule for each City agency detailing the anticipated contracting ac","2020-03-17T19:01:47.000Z",4960,"City Government"
"h9sf-7bej","NYC Planimetric Database: Transportation Structures","map","Planimetric basemap layer containing transportation structures features.
Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Capt","2024-05-01T14:01:40.000Z",4959,"City Government"
"cr93-x2xf","iZone School List","dataset","The iZone is the NYC Department of Education's initiative to strategically develop and scale innovative 21st century school and classroom models that increase student achievement. The iZone consists o","2024-11-26T23:08:13.000Z",4575,"Education"
"yg3y-7juh","Parks Inspection Program – Inspections","dataset","This dataset contains overall ratings associated with property inspections. Each row represents an individual inspection.

Data Dictionary and User Guide can be found here: https://docs.google.com/spr","2026-05-18T14:17:42.000Z",4956,NA
"xn3r-zk6y","2020 Community District Tabulation Areas (CDTAs)","dataset","The Department of City Planning (DCP) created Community District Tabulation Areas (CDTAs) to closely approximate the 59 Community Districts of New York City for the purpose of reporting American Commu","2026-03-09T20:52:12.000Z",4947,"City Government"
"ii5c-g6sq","VZV Bike Priority Areas","map","Priority Bicycle Districts are neighborhoods with comparatively high numbers of cyclist KSI (Killed or Seriously Injured) and few dedicated bicycle facilities. These districts, seven in Brooklyn and t","2026-05-01T10:18:31.000Z",4941,"Transportation"
"4kc9-zrs2","Emergency Food Supply Gap","dataset","The Supply Gap Map is a robust metric that tracks neighborhood-by-neighborhood levels of unmet food need, alongside the various supplies of food going into each neighborhood. Data is analyzed by Neigh","2026-01-02T18:19:41.000Z",4901,"City Government"
"8vk5-fzts","2020 - 2021 Diversity Report","dataset","Report on Demographic Data in New York City Public Schools, 2020-21Enrollment counts are based on the November 13 Audited Register for 2020.
Categories with total enrollment values of zero were omitte","2024-11-26T23:05:36.000Z",4900,"Education"
"wa2y-rh4b","Capital Project Detail Data - Dollars","dataset","This dataset contains capital commitment plan data by project type, budget line and source of funds. The dollar values are in thousands. The dataset was updated three times a year during the Prelimina","2024-03-19T01:12:02.000Z",4900,"City Government"
"9fnm-j6if","Street Construction Permits - Fee","dataset","DOT issues over 150 different types of sidewalk and roadway construction permits to utilities, contractors, government agencies and homeowners. Permits cover activities such as street openings, sidewa","2026-05-24T12:33:17.000Z",4899,"Transportation"
"ffnc-f3aa","2009 - 2010 School Progress Reports - All Schools","dataset","2009/10 Progress Report results for all schools (data as of 2/2/2011)

Peer indexes are calculated differently depending on School Level.  Schools are only compared to other schools in the same Scho","2024-11-26T23:10:14.000Z",4772,"Education"
"uh2s-ftgh","Raised Crosswalk Locations","dataset","A list of raised crosswalk locations throughout New York City.","2026-05-04T12:36:18.000Z",4893,"Transportation"
"4p5c-cbgn","2019 High Volume FHV Trip Records","dataset","","2023-12-15T16:10:36.000Z",4883,"Transportation"
"vn4m-mk4t","Register of Community Board Budget Requests","dataset","This dataset reports each of the projects and programs requested by the City’s 59 community boards. The Register is the charter mandated product of a dynamic and cyclical budget process for the 59 com","2026-05-19T13:58:15.000Z",4881,"City Government"
"4u36-44pe","OACE (Office of Adult and Continuing Education) Sites","map","Adult and Continuing Education Sites","2024-11-26T23:11:25.000Z",4880,"Education"
"erdf-2akx","EZ Pass Readers 2021-July 2024","dataset","E-Z Pass readers are installed throughout NYC to determine traffic speed on local streets. The collected data were used to plan traffic calming and reorganizations of NYC streets. Projects like Midtow","2025-12-05T17:24:46.000Z",4875,"Transportation"
"6bqn-qdwq","Citywide Mobility Survey - Person Survey 2019","dataset","The Citywide Mobility Survey (CMS) is NYC DOT's annual travel survey to assess the travel behavior, preferences, and attitudes of NYC residents. It is composed of 5 linked data tables - this one is th","2026-03-24T14:57:30.000Z",4871,"Transportation"
